x,cancer_type,y
29.629803,TCGA-KIRP,-17.27795
6.78968,TCGA-KIRP,0.7795192
-3.7611642,TCGA-KIRP,-0.8194632
-15.790262,TCGA-KIRP,-32.02078
30.504015,TCGA-KIRP,-23.273388
-5.407864,TCGA-LIHC,-22.124264
27.727621,TCGA-LIHC,9.273075
27.623205,TCGA-LIHC,10.249885
9.869831,TCGA-LIHC,20.221004
10.444364,TCGA-LIHC,21.31406
16.926208,TCGA-LIHC,13.902414
9.383751,TCGA-LIHC,18.573076
10.718837,TCGA-LIHC,20.457922
6.930089,TCGA-LIHC,-8.505146
-15.639097,TCGA-LIHC,-14.6617565
9.148568,TCGA-LIHC,-5.549281
14.792913,TCGA-LIHC,-23.788715
12.797773,TCGA-LIHC,-20.163982
12.796291,TCGA-LIHC,-20.192974
-7.6017127,TCGA-BRCA,-22.001513
18.743559,TCGA-BRCA,23.369148
2.2002394,TCGA-BRCA,-8.340689
19.34321,TCGA-BRCA,24.803598
27.718182,TCGA-BRCA,8.948026
1.3902646,TCGA-BRCA,-9.050052
1.5140104,TCGA-BRCA,-10.559416
21.332499,TCGA-BRCA,24.515142
18.815851,TCGA-BRCA,26.055655
19.754261,TCGA-BRCA,23.793541
18.99711,TCGA-BRCA,24.348522
20.472242,TCGA-BRCA,24.79473
20.563221,TCGA-BRCA,21.415617
20.70915,TCGA-BRCA,22.029408
19.839983,TCGA-BRCA,22.949076
20.22927,TCGA-BRCA,21.722368
22.506384,TCGA-BRCA,24.40008
20.33517,TCGA-BRCA,23.42456
27.493633,TCGA-BRCA,10.41652
0.527724,TCGA-BRCA,-9.805675
21.426603,TCGA-BRCA,23.468388
26.570765,TCGA-BRCA,10.399164
21.013308,TCGA-BRCA,23.738531
0.3533848,TCGA-BRCA,-9.447933
-0.007958649,TCGA-BRCA,-9.29252
-8.22816,TCGA-BRCA,-23.092573
-7.499096,TCGA-BRCA,-27.324005
-7.2181954,TCGA-BRCA,-21.601929
19.630507,TCGA-BRCA,25.833729
18.450768,TCGA-BRCA,25.647398
0.5708253,TCGA-BRCA,-10.191629
19.245438,TCGA-BRCA,26.773365
20.226084,TCGA-BRCA,25.875656
18.276827,TCGA-BRCA,24.260605
-2.6102526,TCGA-BRCA,-16.112715
-4.29435,TCGA-BRCA,-18.322842
-8.09776,TCGA-BRCA,-22.902275
-7.3032594,TCGA-BRCA,6.420589
-6.3290763,TCGA-BRCA,-21.254408
2.3720338,TCGA-BRCA,-11.883258
15.308556,TCGA-BRCA,12.467857
6.7768245,TCGA-BRCA,-15.971318
14.227035,TCGA-BRCA,-17.521437
6.130909,TCGA-BRCA,-15.849999
5.231378,TCGA-BRCA,-15.069727
6.9521627,TCGA-BRCA,-16.531397
-2.4434175,TCGA-READ,-4.4249763
-8.387325,TCGA-KIRC,36.942146
-12.092845,TCGA-KIRC,28.231901
-10.5717125,TCGA-KIRC,42.069504
-8.295511,TCGA-KIRC,31.837372
-9.668173,TCGA-KIRC,39.907932
-10.418423,TCGA-KIRC,41.046204
-13.99777,TCGA-KIRC,44.323864
-13.7217045,TCGA-KIRC,29.908722
-11.940142,TCGA-KIRC,42.787487
-11.589028,TCGA-KIRC,29.62517
-7.6011167,TCGA-KIRC,36.176666
-10.383774,TCGA-KIRC,33.493736
-12.066668,TCGA-KIRC,28.349974
-14.03516,TCGA-KIRC,30.134878
-10.2150955,TCGA-KIRC,30.280987
-10.6814165,TCGA-KIRC,28.18409
-11.316667,TCGA-KIRC,40.671257
-13.662017,TCGA-KIRC,29.04113
-11.824782,TCGA-KIRC,33.509647
-15.373777,TCGA-KIRC,41.99831
-12.019682,TCGA-KIRC,35.71233
-6.5911803,TCGA-KIRC,36.947586
-17.984344,TCGA-KIRC,37.969074
-6.4754004,TCGA-KIRC,29.114464
-10.065123,TCGA-KIRC,30.227777
-19.634338,TCGA-KIRC,39.81461
-19.61934,TCGA-KIRC,40.040165
-11.921337,TCGA-KIRC,42.688297
-7.6483717,TCGA-KIRC,12.272305
-11.70894,TCGA-KIRC,41.28541
-6.0386853,TCGA-KIRC,27.81932
-19.053452,TCGA-KIRC,33.768837
-15.826018,TCGA-KIRC,35.15101
