x,cancer_type,y
26.663174,TCGA-BRCA,-14.521107
28.91924,TCGA-BRCA,9.915242
11.44069,TCGA-BRCA,40.21097
11.7353735,TCGA-BRCA,38.41642
24.130556,TCGA-BRCA,19.31563
13.371105,TCGA-BRCA,29.876028
31.453266,TCGA-BRCA,4.8907013
31.41199,TCGA-BRCA,-8.978507
17.755434,TCGA-BRCA,23.457823
-16.087648,TCGA-BRCA,-16.61331
11.870264,TCGA-BRCA,37.180767
30.558733,TCGA-BRCA,3.698651
26.18743,TCGA-BRCA,16.186584
33.73291,TCGA-BRCA,3.4770334
18.342958,TCGA-BRCA,27.295353
8.631983,TCGA-READ,-29.598717
1.3039565,TCGA-KIRC,-20.182955
-29.46968,TCGA-KIRC,1.1816547
-2.6085482,TCGA-KIRC,-31.817848
-15.381897,TCGA-KIRC,-17.874763
30.903582,TCGA-KIRC,-5.8573947
11.818679,TCGA-KIRC,-23.954514
31.025524,TCGA-KIRC,0.9543174
22.64553,TCGA-KIRC,-20.14521
31.893467,TCGA-KIRC,-6.295394
-9.440133,TCGA-KIRC,-19.279812
-16.274319,TCGA-KIRC,-10.632783
-0.17451322,TCGA-KIRC,-18.377834
-6.7977386,TCGA-KIRC,-25.807302
-9.135277,TCGA-KIRC,-21.953955
-28.908695,TCGA-KIRC,1.5451434
-29.59522,TCGA-KIRC,0.7900656
30.400784,TCGA-KIRC,-13.488785
-0.71463495,TCGA-KIRC,-17.948368
-17.8381,TCGA-KIRC,24.088835
0.18895994,TCGA-KIRC,-31.14548
-25.551893,TCGA-KIRC,21.257963
-11.252472,TCGA-KIRC,-7.1635847
-0.13762559,TCGA-KIRC,-30.423073
29.772299,TCGA-KIRC,4.153874
-28.908203,TCGA-KIRC,1.5449481
0.04723498,TCGA-KIRC,-29.834642
1.8657434,TCGA-KIRC,-32.426624
25.416227,TCGA-KIRC,14.688392
31.117773,TCGA-KIRC,0.9934324
24.525375,TCGA-KIRC,-18.576376
-28.19494,TCGA-KIRC,15.160067
-20.771639,TCGA-KIRC,-13.244852
1.371958,TCGA-KIRC,-31.206377
26.961344,TCGA-KIRC,12.535884
0.2690654,TCGA-KIRC,-30.104078
27.672598,TCGA-KIRC,-14.46146
30.290321,TCGA-KIRC,-4.0213804
24.431269,TCGA-KIRC,-19.121883
-24.357733,TCGA-KIRC,6.55404
-0.19126774,TCGA-KIRC,-30.241472
28.170443,TCGA-KIRC,-11.126139
27.930063,TCGA-KIRC,-16.174355
5.060293,TCGA-KIRC,-30.823755
-29.377304,TCGA-KIRC,1.0039871
14.7485285,TCGA-KIRC,-26.052578
-2.3693395,TCGA-KIRC,-33.388844
26.125505,TCGA-KIRC,-15.489332
28.263227,TCGA-KIRC,-10.269296
-15.814041,TCGA-KIRC,-16.536533
27.51841,TCGA-KIRC,-10.552667
-0.38575652,TCGA-KIRC,-31.251842
31.29488,TCGA-KIRC,-7.514404
32.59131,TCGA-KIRC,3.181644
-1.349715,TCGA-KIRC,-32.730354
-2.7442765,TCGA-KIRC,-34.45889
-5.829579,TCGA-KIRC,-23.70044
-1.6111907,TCGA-KIRC,-33.67151
-28.47077,TCGA-KIRC,1.7992418
26.046015,TCGA-KIRC,15.4584255
0.25441486,TCGA-KIRC,-32.25161
30.514051,TCGA-KIRC,1.3305403
30.895432,TCGA-KIRC,2.2028124
25.115501,TCGA-KIRC,-16.998262
1.7480719,TCGA-KIRC,-34.38607
-2.4062865,TCGA-KIRC,-29.98974
19.688362,TCGA-KIRC,-18.12869
29.016691,TCGA-KIRC,11.52746
0.09005001,TCGA-KIRC,-31.783323
31.98924,TCGA-KIRC,-7.008957
31.348772,TCGA-KIRC,-12.256737
26.193796,TCGA-KIRC,6.3067455
0.2419001,TCGA-KIRC,-30.594456
0.18857071,TCGA-KIRC,-31.14589
-15.81545,TCGA-KIRC,-16.48059
28.6887,TCGA-KIRC,-8.758706
-17.129963,TCGA-KIRC,-17.30584
10.954621,TCGA-KIRC,-28.115467
9.390823,TCGA-KIRC,-30.10062
10.684022,TCGA-KIRC,-28.215326
18.891577,TCGA-KIRC,21.410843
26.593395,TCGA-KIRC,-16.176825
29.234251,TCGA-KIRC,-0.15526067
-31.07475,TCGA-KIRC,2.9333775
31.78726,TCGA-KIRC,-0.39156702
21.42459,TCGA-KIRC,16.054789
-20.648521,TCGA-KIRC,-9.749074
22.933947,TCGA-KIRC,16.953342
18.955812,TCGA-KIRC,20.338926
8.782507,TCGA-KIRC,-27.502558
31.447224,TCGA-KIRC,-3.1336682
27.510996,TCGA-KIRC,-14.610883
28.810606,TCGA-KIRC,10.029074
2.0808616,TCGA-KIRC,-34.22753
13.56076,TCGA-KIRC,-26.241121
16.328686,TCGA-KIRC,24.180317
27.616514,TCGA-KIRC,-10.807878
24.501808,TCGA-KIRC,-17.160948
-17.234207,TCGA-KIRC,-19.315466
16.2898,TCGA-KIRC,-24.224777
22.374113,TCGA-KIRC,-18.361284
-24.854195,TCGA-KIRC,10.134343
-25.989777,TCGA-KIRC,-5.9215508
20.079672,TCGA-KIRC,-18.650837
-6.87643,TCGA-KIRC,-19.046263
-25.914913,TCGA-KIRC,19.873468
-16.352549,TCGA-KIRC,-11.741543
-15.812929,TCGA-KIRC,-16.592686
